customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-1912,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),30.86,778.85,Yes
CUST-1913,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,No,No,No,No internet service,One year,No,Electronic check,35.74,2366.49,No
CUST-1914,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.99,6159.42,Yes
CUST-1915,Male,0,No,Yes,5,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,88.01,470.69,No
CUST-1916,Female,0,No,No,34,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,98.94,3334.8,Yes
CUST-1917,Female,0,Yes,No,21,Yes,No,No,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,58.16,1268.2,No
CUST-1918,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.97,2222.55,No
CUST-1919,Female,0,No,Yes,14,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.68,591.84,No
CUST-1920,Female,1,No,No,59,Yes,No,No,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,66.55,3974.99,No
CUST-1921,Female,0,No,Yes,11,Yes,Yes,No,No,No,No,No,Yes,Yes,One year,No,Mailed check,73.73,783.83,No
CUST-1922,Male,0,No,No,48,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,81.81,3966.07,Yes
CUST-1923,Male,0,Yes,Yes,41,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,43.97,1841.7,No
CUST-1924,Female,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,113.81,4195.9,No
CUST-1925,Female,0,Yes,No,44,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),35.15,1525.11,No
CUST-1926,Female,1,Yes,No,34,Yes,Yes,No,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),115.53,3944.47,No
CUST-1927,Female,0,No,No,29,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),19.5,663.91,No
CUST-1928,Female,0,No,No,29,No,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),66.59,1919.5,No
CUST-1929,Male,0,Yes,No,5,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),51.67,235.81,No
CUST-1930,Female,0,No,Yes,66,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.36,4240.68,No
CUST-1931,Female,1,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,75.64,457.25,Yes
CUST-1932,Female,1,Yes,No,51,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),61.99,3204.79,No
CUST-1933,Female,0,Yes,Yes,13,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),59.9,852.43,No
CUST-1934,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,One year,No,Electronic check,92.01,6529.37,No
CUST-1935,Male,0,Yes,No,14,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No,No,Two year,Yes,Mailed check,87.27,1219.9,No
CUST-1936,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),102.16,2031.71,No
CUST-1937,Female,1,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),43.25,1422.38,No
CUST-1938,Female,1,No,No,65,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,79.56,5075.47,Yes
CUST-1939,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),77.1,0.0,Yes
CUST-1940,Female,0,Yes,No,34,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),55.34,1886.78,No
CUST-1941,Male,0,Yes,No,19,Yes,No,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,No,Electronic check,67.09,1248.01,No
CUST-1942,Female,1,No,No,9,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),49.69,407.12,No
CUST-1943,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),32.33,780.64,No
CUST-1944,Female,1,No,No,65,Yes,No,DSL,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,39.59,2538.74,No
CUST-1945,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),28.66,752.35,No
CUST-1946,Male,0,No,Yes,53,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,86.99,4579.43,No
CUST-1947,Male,0,No,No,32,Yes,No,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.73,2786.63,No
CUST-1948,Male,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,No,Credit card (automatic),114.01,3988.85,No
CUST-1949,Male,0,No,Yes,13,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,91.7,1159.51,No
CUST-1950,Female,0,No,No,64,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,23.26,1452.41,No
CUST-1951,Female,0,Yes,No,53,Yes,No,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),107.31,5763.12,No
CUST-1952,Male,1,No,No,51,Yes,No,No,No,No internet service,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),105.13,5396.42,No
CUST-1953,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,62.78,87.59,Yes
CUST-1954,Female,0,No,Yes,40,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,Yes,Credit card (automatic),77.17,3092.75,No
CUST-1955,Male,0,No,No,5,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,No,Electronic check,116.58,464.97,No
CUST-1956,Female,0,Yes,No,24,No,Yes,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,71.76,1655.66,No
CUST-1957,Male,0,Yes,No,12,Yes,No,No,No,No internet service,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),109.44,1275.77,No
CUST-1958,Female,1,Yes,No,7,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),26.39,145.99,No
CUST-1959,Male,0,Yes,Yes,20,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),37.3,806.65,Yes
CUST-1960,Female,0,No,Yes,67,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,62.52,4093.13,Yes
CUST-1961,Female,1,Yes,Yes,24,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,77.06,1778.05,No
CUST-1962,Male,0,Yes,No,67,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),100.44,6752.1,No
CUST-1963,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,117.81,5195.15,No
CUST-1964,Male,1,Yes,No,59,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,57.27,3361.44,No
CUST-1965,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),22.79,353.31,No
CUST-1966,Female,0,No,No,31,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.92,3097.39,No
CUST-1967,Female,0,Yes,Yes,12,Yes,No phone service,No,No,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,79.04,1009.62,No
CUST-1968,Male,0,Yes,No,30,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,38.05,1138.96,No
CUST-1969,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),67.98,1264.44,No
CUST-1970,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Credit card (automatic),92.97,1553.88,No
CUST-1971,Female,0,Yes,No,59,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.81,5699.17,No
CUST-1972,Male,1,No,Yes,62,Yes,No,DSL,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Mailed check,68.46,4283.16,No
CUST-1973,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,48.83,233.22,Yes
CUST-1974,Male,0,Yes,No,31,No,No phone service,DSL,No internet service,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),116.35,3630.43,No
CUST-1975,Female,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.0,3618.13,No
CUST-1976,Male,0,Yes,No,1,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.23,31.03,Yes
CUST-1977,Male,0,No,No,59,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Mailed check,46.33,2716.3,No
CUST-1978,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,91.84,2042.81,No
CUST-1979,Male,0,No,Yes,30,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),42.46,1184.37,No
CUST-1980,Male,0,No,Yes,4,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,35.34,164.64,No
CUST-1981,Male,1,Yes,No,33,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),71.51,2303.58,No
CUST-1982,Female,0,No,No,9,No,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Mailed check,47.29,472.69,No
CUST-1983,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,81.52,188.91,No
CUST-1984,Male,0,No,No,10,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,29.91,264.24,No
CUST-1985,Male,0,No,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Mailed check,84.15,4055.87,No
CUST-1986,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,46.61,1389.3,No
CUST-1987,Female,0,Yes,No,55,No,No,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),18.02,977.84,No
CUST-1988,Female,1,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,30.82,2252.08,No
CUST-1989,Female,0,Yes,Yes,8,Yes,No,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.3,910.1,No
CUST-1990,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,105.6,2097.18,No
CUST-1991,Female,0,No,No,72,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,41.59,2999.01,No
CUST-1992,Male,0,No,No,27,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,96.62,2552.63,No
CUST-1993,Female,0,No,No,61,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),79.47,4889.13,No
CUST-1994,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,116.06,777.26,No
CUST-1995,Male,0,No,No,15,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,55.73,776.07,Yes
CUST-1996,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,86.83,181.53,Yes
CUST-1997,Female,0,No,No,3,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,24.42,53.16,Yes
CUST-1998,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,58.02,2201.71,Yes
CUST-1999,Female,0,Yes,No,16,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,115.35,1781.79,No
CUST-2000,Male,1,Yes,Yes,51,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,72.44,3624.34,No
CUST-2001,Male,0,No,Yes,51,Yes,No phone service,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,47.08,2391.4,Yes
CUST-2002,Male,0,No,Yes,35,Yes,Yes,No,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),30.15,1034.68,No
CUST-2003,Male,0,No,Yes,37,Yes,Yes,No,No,No,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),89.06,3313.88,No
CUST-2004,Female,1,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.13,4045.22,Yes
CUST-2005,Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Mailed check,55.77,3396.91,No
CUST-2006,Male,0,Yes,No,62,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,114.05,7070.26,No
CUST-2007,Male,0,Yes,Yes,61,No,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.24,1181.71,No
CUST-2008,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,48.68,317.69,No
CUST-2009,Male,0,Yes,No,26,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,111.03,2803.47,No
CUST-2010,Female,0,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.41,547.09,No
CUST-2011,Female,0,Yes,No,70,Yes,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),43.48,2963.11,No
CUST-2012,Male,0,Yes,No,4,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),71.96,266.92,No
CUST-2013,Male,0,No,No,54,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),101.2,5450.44,No
CUST-2014,Female,0,No,No,1,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,One year,Yes,Credit card (automatic),28.42,35.27,No
CUST-2015,Female,0,Yes,No,61,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),113.25,6880.01,No
CUST-2016,Male,0,Yes,Yes,20,Yes,Yes,No,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,98.3,1923.67,No
CUST-2017,Female,1,No,Yes,20,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),36.31,797.86,No
CUST-2018,Male,0,Yes,Yes,9,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),89.91,867.63,No
CUST-2019,Male,0,Yes,No,57,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,56.88,3291.47,Yes
CUST-2020,Male,1,Yes,Yes,38,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,Two year,No,Mailed check,58.63,2243.38,No
CUST-2021,Female,1,Yes,No,4,Yes,No,DSL,No,No internet service,Yes,Yes,No,No internet service,Two year,No,Electronic check,97.11,407.87,No
CUST-2022,Male,0,No,No,64,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),115.24,7335.1,No
CUST-2023,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),30.79,376.7,No
CUST-2024,Male,0,No,No,52,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,60.48,3097.97,Yes
CUST-2025,Male,0,No,No,44,Yes,Yes,No,No,No,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,66.58,2876.86,No
CUST-2026,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),56.01,1655.44,Yes
CUST-2027,Male,0,No,No,35,Yes,No,No,No internet service,Yes,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),54.68,1934.1,No
CUST-2028,Male,0,No,No,59,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,23.28,1381.7,No
CUST-2029,Male,0,No,No,10,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,87.24,857.26,Yes
CUST-2030,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,62.06,3826.03,No
CUST-2031,Female,0,No,Yes,20,No,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,37.67,661.89,Yes
CUST-2032,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),100.42,5134.24,Yes
CUST-2033,Male,0,No,No,54,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,No,Mailed check,99.06,5333.46,No
CUST-2034,Female,0,No,Yes,25,Yes,Yes,No,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,67.13,1723.05,No
CUST-2035,Male,0,Yes,No,67,Yes,No phone service,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,48.14,3232.69,No
CUST-2036,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.45,2756.14,No
CUST-2037,Female,0,No,No,51,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),47.1,2401.74,No
CUST-2038,Male,0,No,No,51,No,No,No,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,41.84,2142.92,No
CUST-2039,Female,0,Yes,No,28,No,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,91.78,2616.4,No
CUST-2040,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,22.07,806.97,No
CUST-2041,Male,0,Yes,No,41,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,27.57,1153.96,No
CUST-2042,Female,0,Yes,No,20,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,18.69,351.62,No
CUST-2043,Female,1,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,33.45,1364.89,No
CUST-2044,Male,0,No,No,12,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),24.97,379.32,Yes
CUST-2045,Female,0,No,No,63,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,118.58,7502.57,Yes
CUST-2046,Male,0,No,No,16,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,47.17,727.65,No
CUST-2047,Female,1,Yes,No,8,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),33.08,285.79,No
CUST-2048,Female,0,No,Yes,40,No,Yes,No,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,42.34,1629.6,No
CUST-2049,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One year,No,Credit card (automatic),112.55,0.0,Yes
CUST-2050,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,70.54,22.87,No
CUST-2051,Male,0,No,No,59,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.85,3258.75,No
CUST-2052,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,106.21,4982.42,Yes
CUST-2053,Female,0,Yes,No,28,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,57.89,1635.09,Yes
CUST-2054,Male,1,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),51.84,505.27,No
CUST-2055,Female,0,No,No,57,No,No,No,No,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,38.94,2196.57,No
CUST-2056,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.16,3292.22,No
CUST-2057,Male,0,Yes,No,20,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),49.99,997.95,No
CUST-2058,Male,0,No,No,27,Yes,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.41,2290.05,No
CUST-2059,Female,1,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),47.25,1558.69,No
CUST-2060,Male,0,No,No,7,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,76.3,536.18,No
CUST-2061,Male,0,No,Yes,58,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),24.66,1441.73,No
CUST-2062,Female,0,Yes,No,71,Yes,No,No,Yes,No,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),37.32,2670.7,No
CUST-2063,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,59.15,2759.04,No
CUST-2064,Female,0,Yes,Yes,16,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,112.63,1737.82,No
CUST-2065,Female,0,No,No,59,No,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,One year,No,Electronic check,56.1,3251.54,No
CUST-2066,Female,0,No,No,44,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,85.07,3747.71,No
CUST-2067,Female,0,No,No,68,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,Two year,No,Electronic check,43.76,2961.46,No
CUST-2068,Female,1,Yes,No,31,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),30.83,842.34,No
CUST-2069,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,Two year,No,Mailed check,23.91,1125.48,No
CUST-2070,Male,0,No,No,64,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,48.85,3026.95,No
CUST-2071,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,33.92,238.96,Yes
CUST-2072,Female,1,Yes,No,71,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,35.58,2554.35,No
CUST-2073,Female,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,94.84,3947.29,No
CUST-2074,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,19.6,32.0,No
CUST-2075,Male,0,No,No,50,Yes,No,No,Yes,No,No internet service,No,Yes,No,One year,No,Electronic check,74.34,3666.59,No
CUST-2076,Female,1,No,No,23,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.33,1304.15,No
CUST-2077,Female,0,Yes,No,23,No,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),69.16,1481.65,No
CUST-2078,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),74.85,1256.26,No
CUST-2079,Female,0,Yes,No,4,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,49.65,198.64,Yes
CUST-2080,Female,0,Yes,No,19,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),47.81,828.65,Yes
CUST-2081,Male,1,No,Yes,20,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,92.07,1872.84,No
CUST-2082,Male,0,Yes,Yes,57,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),106.0,6123.61,No
CUST-2083,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,37.45,1077.18,Yes
CUST-2084,Male,0,No,Yes,10,Yes,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),27.86,268.09,Yes
CUST-2085,Male,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),108.68,5516.94,No
CUST-2086,Female,0,No,No,14,Yes,No,DSL,No,No,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),53.34,708.25,No
CUST-2087,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.68,398.3,No
CUST-2088,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,54.31,1434.05,Yes
